OBJECTID,UNIQUEID,WORK_TYPE,WORK_SUBTYPE,DISPLAY_AGENCY,NUMBER_KEY,COMP_TYPE,COMP_TYPE_DESC,SUB_TYPE,SUB_TYPE_DESC,ENTERED_DATE,DATA_STATUS,DATA_STATUS_DISPLAY,STATUS_CLASS,STREET_NO,ADDR_FRACTION,STREET_DIRECTION,STREET_NAME,CITY_ID,X_COORD,Y_COORD,WFDB,URL,LAST_UPDATED,YN_ACTIVITY_REPORT,SE_ANNO_CAD_DATA,NEIGHBORHOOD,
7362583,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202302306,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,4/13/2023,CLOSED  ,Closed,OPEN,2215,    ,  ,RALEIGH LN                      ,CINC        ,1407118,448728,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202302306,7/24/2023,Y,,,
4538728,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSC2305308,CDPSCODE,Trash/Litter/Tall Grass Complaint,TLGR-PRV,Tall grass/weeds private prop,5/31/2023,CITATION,Citation Issued,OPEN,4520,    ,  ,EASTERN AV                      ,CINC        ,1423433,411948,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSC2305308,5/31/2023,Y,,,
4538755,,CODE ENF / INSPECTION,Building Enforcement,Cincinnati Health Dept,CHCE231896,CHENCODE,Health Environmental Code Enforcement,ROACHES ,Roaches - bldg or apartment,5/31/2023,ORDERS1 ,Orders Issued,OPEN,835,    ,  ,POPLAR ST                       ,CINC        ,1392932,412479,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=CHCE231896,6/4/2023,Y,,,
7362702,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSA2300787,CDPSCLN ,Trash/Litter/Tall Grass Cleaning,LITR-PRV,Litter private property,6/4/2023,CLOS-RI ,CLOS-RI ,OPEN,8346,    ,  ,ANTHONY WAYNE AV                ,CINC        ,1412416,448117,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSA2300787,7/24/2023,Y,,,
7362763,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSC2306215,CDPSCODE,Trash/Litter/Tall Grass Complaint,LITR-PRV,Litter private property,6/22/2023,REFABAND,Refer to Abandoned Property Program,OPEN,203,    ,W ,69TH ST                         ,CINC        ,1406050,440999,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSC2306215,7/24/2023,Y,,,
7362785,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSC2306222,CDPSCODE,Trash/Litter/Tall Grass Complaint,TLGR-PRV,Tall grass/weeds private prop,6/22/2023,REFABAND,Refer to Abandoned Property Program,OPEN,3060,    ,  ,MCHENRY AV                      ,CINC        ,1378884,423051,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSC2306222,7/24/2023,Y,,,
7258777,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSA2300797,CDPSCLN ,Trash/Litter/Tall Grass Cleaning,TLGR-PRV,Tall grass/weeds private prop,6/4/2023,ASSIGNED,Assigned to a Cleaning Crew,OPEN,4304,    ,W ,8TH ST                          ,CINC        ,1374961,410399,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSA2300797,7/23/2023,Y,,,
7258801,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSC2305503,CDPSCODE,Trash/Litter/Tall Grass Complaint,LITR-PRV,Litter private property,6/4/2023,REFABAND,Refer to Abandoned Property Program,OPEN,209,    ,  ,PARKWAY AV                      ,CINC        ,1410640,446141,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSC2305503,7/23/2023,Y,,,
7260639,,CODE ENFORCEMENT,Zoning Enforcement,Cincinnati Buildings and Inspections,B202300530,CBHZONE ,Zoning Code Enforcement - Residential Uses,PARKING ,PARKING IN YARD STNDRD,2/18/2023,CLOSED  ,Closed,OPEN,734,    ,  ,ENRIGHT AV                      ,CINC        ,1380231,409264,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202300530,7/23/2023,Y,,,
7260662,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202301922,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,3/20/2023,ORDERS  ,Orders Issued,OPEN,5766,    ,  ,LANTANA AV                      ,CINC        ,1389842,442470,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202301922,7/23/2023,Y,,,
7260668,,INSPECTION,Building Enforcement,Cincinnati Buildings and Inspections,BF23000073,CBHFACFE,Building Facade and Fire Escape Inspections,FAC_FE  ,FACADE and FIRE ESCAPE CERT,3/20/2023,INTAKE  ,Intake - New Case,OPEN,312,    ,  ,WALNUT ST                       ,CINC        ,1397940,406656,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=BF23000073,7/30/2023,N,,,
7260671,,INSPECTION,Building Enforcement,Cincinnati Buildings and Inspections,BF23000412,CBHFACFE,Building Facade and Fire Escape Inspections,FIRE_ESC,FIRE ESCAPE CERTIFICATION,3/20/2023,REPORT  ,REPORT  ,OPEN,3501,    ,  ,MONTGOMERY RD                   ,CINC        ,1409377,422290,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=BF23000412,7/23/2023,N,,,
7260692,,INSPECTION,Building Enforcement,Cincinnati Buildings and Inspections,BF23000077,CBHFACFE,Building Facade and Fire Escape Inspections,FACADE  ,FACADE CERTIFICATION,3/20/2023,INTAKE  ,Intake - New Case,OPEN,2332,    ,  ,VICTORY PKWY                    ,CINC        ,1405610,415497,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=BF23000077,7/30/2023,N,,,
4588365,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSC2306003,CDPSCODE,Trash/Litter/Tall Grass Complaint,TLGR-PRV,Tall grass/weeds private prop,6/16/2023,REFABAND,Refer to Abandoned Property Program,OPEN,3272,    ,  ,DAYTONA AV                      ,CINC        ,1370076,424724,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSC2306003,7/6/2023,Y,,,
7262484,,VACANT FORECLOSED PROPTY PROGRAM,Vacant Foreclosed Property Registrations,Cincinnati Buildings and Inspections,VFP2300169,CBHVFPR ,Vacant Foreclosed Property Registration,FORECLOS,FORECLOSED PROPERTY,5/23/2023,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,3615,    ,  ,HARVEY AV                       ,CINC        ,1402340,424644,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP2300169,7/23/2023,Y,,,
7262486,,VACANT FORECLOSED PROPTY PROGRAM,Vacant Foreclosed Property Registrations,Cincinnati Buildings and Inspections,VFP2300171,CBHVFPR ,Vacant Foreclosed Property Registration,FORECLOS,FORECLOSED PROPERTY,5/23/2023,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,4453,    ,W ,8TH ST                          ,CINC        ,1373342,410687,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP2300171,7/23/2023,Y,,,
7262492,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSC2306189,CDPSCODE,Trash/Litter/Tall Grass Complaint,TLGR-PRV,Tall grass/weeds private prop,6/21/2023,REFABAND,Refer to Abandoned Property Program,OPEN,631,    ,  ,PROBASCO ST                     ,CINC        ,1393367,419651,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSC2306189,7/25/2023,Y,,,
7262516,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSA2300963,CDPSCLN ,Trash/Litter/Tall Grass Cleaning,TLGR-PRV,Tall grass/weeds private prop,6/22/2023,NEW     ,New,OPEN,2597,    ,  ,MUSTANG DR                      ,CINC        ,1378481,426707,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSA2300963,7/23/2023,Y,,,
7263041,,INSPECTION,Building Enforcement,Cincinnati Buildings and Inspections,BF23000307,CBHFACFE,Building Facade and Fire Escape Inspections,FAC_FE  ,FACADE and FIRE ESCAPE CERT,7/19/2023,ORDERS  ,Orders Issued,OPEN,2828,    ,  ,SHORT VINE ST                   ,CINC        ,1398690,418886,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=BF23000307,7/30/2023,N,,,
7264006,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202301726,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,3/7/2023,DUPLICAT,Duplicate Case,OPEN,2751,    ,  ,FABER AV                        ,CINC        ,1379413,421614,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202301726,7/23/2023,Y,,,
7264041,,CODE ENFORCEMENT,Vacated and Condemned Buildings,Cincinnati Buildings and Inspections,B202302008,CBHCODE ,Code Enforcement - Buildings with Residences,VACANT  ,VACANT RES BLDG-BARRC PRIORITY,3/26/2023,PREPROS ,Pre-Prosecution Hearing,OPEN,4336,    ,W ,8TH ST                          ,CINC        ,1374500,410727,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202302008,7/23/2023,Y,,,
7264919,,CODE ENFORCEMENT,Zoning Enforcement,Cincinnati Buildings and Inspections,B202205898,CBHZONE ,Zoning Code Enforcement - Residential Uses,PARKING ,PARKING IN YARD STNDRD,12/29/2022,CLOSED  ,Closed,OPEN,2504,    ,  ,FORTHMANN PL                    ,CINC        ,1378987,419599,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202205898,7/23/2023,Y,,,
7264949,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV22001001,CJUNKV-H,Abandoned Vehicle Code Enforcement,CODE J  ,JUNK VEH ON PRIVATE PROP,12/29/2022,CIT2 511,Citation Issued - Level 2 Fine,OPEN,274,    ,  ,WORTMAN ST                      ,CINC        ,1422851,410643,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV22001001,7/23/2023,Y,,,
4526958,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202303067,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,5/14/2023,ORDERS  ,Orders Issued,OPEN,1224,    ,  ,CAROLINA AV                     ,CINC        ,1408191,434303,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202303067,5/29/2023,Y,,,
4526980,,INSPECTION,Building Enforcement,Cincinnati Buildings and Inspections,BF23000241,CBHFACFE,Building Facade and Fire Escape Inspections,FIRE_ESC,FIRE ESCAPE CERTIFICATION,5/14/2023,ORDERS  ,Orders Issued,OPEN,215,    ,  ,ALBION PL                       ,CINC        ,1398950,415059,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=BF23000241,6/8/2023,N,,,
4542965,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSA2300835,CDPSCLN ,Trash/Litter/Tall Grass Cleaning,TLGR-PRV,Tall grass/weeds private prop,6/6/2023,NEW     ,New,OPEN,922,    ,  ,HAWTHORNE AV                    ,CINC        ,1383487,410127,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSA2300835,6/6/2023,Y,,,
7265888,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,BC20230001,CBHCODEC,Code Enforcement - Commercial Buildings,C CODES ,COMM CODE STANDARD,12/31/2022,CLOSED  ,Closed,OPEN,6900,    ,  ,STEGER DR                       ,CINC        ,1409839,439609,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=BC20230001,7/23/2023,Y,,,
7265945,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202300041,CBHCODE ,Code Enforcement - Buildings with Residences,OVCRDR  ,RESIDNTL OVERCRWD STNDRD,1/1/2023,CLOSED  ,Closed,OPEN,8470,    ,  ,CURZON AV                       ,CINC        ,1412375,449482,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202300041,7/23/2023,Y,,,
7267628,,CODE ENFORCEMENT,Zoning Enforcement,Cincinnati Buildings and Inspections,B202301403,CBHZONE ,Zoning Code Enforcement - Residential Uses,PARKING ,PARKING IN YARD STNDRD,5/23/2023,CLOSED  ,Closed,OPEN,981,    ,  ,GLENNA DR                       ,CINC        ,1369512,412519,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202301403,7/23/2023,Y,,,
7267652,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV23000556,CJUNKV-H,Abandoned Vehicle Code Enforcement,CODE J  ,JUNK VEH ON PRIVATE PROP,6/26/2023,CLOS-NO ,Closed - No Violation,OPEN,2330,    ,  ,WHITEWOOD LN                    ,CINC        ,1382596,442517,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV23000556,7/23/2023,Y,,,
7267657,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202303750,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,6/26/2023,ORDERS  ,Orders Issued,OPEN,962,    ,  ,MCPHERSON AV                    ,CINC        ,1381076,410847,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202303750,7/23/2023,Y,,,
7267683,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202303755,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,6/27/2023,INTAKE  ,Intake - New Case,OPEN,2849,    ,  ,MONTANA AV                      ,CINC        ,1375326,425270,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202303755,7/23/2023,Y,,,
7267685,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSC2306382,CDPSCODE,Trash/Litter/Tall Grass Complaint,LITR-PRV,Litter private property,6/27/2023,CITATION,Citation Issued,OPEN,1615,    ,  ,SYCAMORE ST                     ,CINC        ,1397913,411747,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSC2306382,7/23/2023,Y,,,
7268660,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202301124,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,2/7/2023,CLOSED  ,Closed,OPEN,5722,    ,  ,DOERGER LN                      ,CINC        ,1420493,434505,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202301124,7/23/2023,Y,,,
7268662,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV23000097,CJUNKV-H,Abandoned Vehicle Code Enforcement,CODE J  ,JUNK VEH ON PRIVATE PROP,2/7/2023,CLOS-NO ,Closed - No Violation,OPEN,1617,    ,  ,BRANDON AV                      ,CINC        ,1432150,400248,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV23000097,7/23/2023,Y,,,
7268671,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV23000169,CJUNKV-H,Abandoned Vehicle Code Enforcement,CODE J  ,JUNK VEH ON PRIVATE PROP,3/5/2023,CLOS-NO ,Closed - No Violation,OPEN,1717,    ,  ,CARRAHEN AV                     ,CINC        ,1411760,436606,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV23000169,7/23/2023,Y,,,
7270791,,CODE ENFORCEMENT,Zoning Enforcement,Cincinnati Buildings and Inspections,B202300603,CBHZONE ,Zoning Code Enforcement - Residential Uses,PARKING ,PARKING IN YARD STNDRD,3/20/2023,CLOSED  ,Closed,OPEN,4828,    ,  ,GLENWAY AV                      ,CINC        ,1373378,413982,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202300603,7/23/2023,Y,,,
7270800,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202301927,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,3/20/2023,CIVIL1  ,Civil Citation Issued - Level 1,OPEN,2630,    ,W ,NORTH BEND RD                   ,CINC        ,1381316,440373,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202301927,7/23/2023,Y,,,
7270817,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSA2300223,CDPSCLN ,Trash/Litter/Tall Grass Cleaning,LITR-PRV,Litter private property,3/20/2023,NEW     ,New,OPEN,1011,    ,  ,ROSS AV                         ,CINC        ,1379830,412277,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSA2300223,7/23/2023,Y,,,
4539741,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSC2305390,CDPSCODE,Trash/Litter/Tall Grass Complaint,TLGR-PRV,Tall grass/weeds private prop,6/1/2023,REFABAND,Refer to Abandoned Property Program,OPEN,303,    ,  ,PURCELL AV                      ,CINC        ,1382764,405898,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSC2305390,6/19/2023,Y,,,
4539761,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSC2305392,CDPSCODE,Trash/Litter/Tall Grass Complaint,TLGR-PRV,Tall grass/weeds private prop,6/1/2023,REFABAND,Refer to Abandoned Property Program,OPEN,1061,    ,  ,HEYWOOD ST                      ,CINC        ,1391486,418568,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSC2305392,7/23/2023,Y,,,
7271489,,CODE ENFORCEMENT,Zoning Enforcement,Cincinnati Buildings and Inspections,B202302596,CBHZONE ,Zoning Code Enforcement - Residential Uses,8HGSV CC,CONCENTRATED CODE,7/10/2023,ORDERS  ,Orders Issued,OPEN,887,    ,  ,CLINTON SPRINGS AV              ,CINC        ,1405708,426558,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202302596,7/23/2023,Y,,,
7271496,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202304222,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,7/10/2023,CLOSED  ,Closed,OPEN,1978,    ,  ,GARDEN LN                       ,CINC        ,1413127,434202,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202304222,7/23/2023,Y,,,
7271501,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV23000586,CJUNKV-H,Abandoned Vehicle Code Enforcement,CODE J  ,JUNK VEH ON PRIVATE PROP,7/10/2023,CLOS-NO ,Closed - No Violation,OPEN,749,    ,  ,BEECHWOOD AV                    ,CINC        ,1396424,434334,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV23000586,7/23/2023,Y,,,
7271503,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV23000587,CJUNKV-H,Abandoned Vehicle Code Enforcement,CODE J  ,JUNK VEH ON PRIVATE PROP,7/10/2023,CLOS-NO ,Closed - No Violation,OPEN,752,    ,  ,BEECHWOOD AV                    ,CINC        ,1396371,434537,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV23000587,7/23/2023,Y,,,
7271507,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSC2306960,CDPSCODE,Trash/Litter/Tall Grass Complaint,LITR-PRV,Litter private property,7/10/2023,REFABAND,Refer to Abandoned Property Program,OPEN,200,    ,W ,GALBRAITH RD                    ,CINC        ,1406760,448392,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSC2306960,7/23/2023,Y,,,
7254088,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSC2303430,CDPSCODE,Trash/Litter/Tall Grass Complaint,TLGR-PRV,Tall grass/weeds private prop,4/30/2023,REFABAND,Refer to Abandoned Property Program,OPEN,1233,    ,  ,ELBERON AV                      ,CINC        ,1382592,412680,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSC2303430,7/23/2023,Y,,,
7254090,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSC2303432,CDPSCODE,Trash/Litter/Tall Grass Complaint,TLGR-PRV,Tall grass/weeds private prop,4/30/2023,REFABAND,Refer to Abandoned Property Program,OPEN,1229,    ,  ,ELBERON AV                      ,CINC        ,1382587,412631,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSC2303432,7/23/2023,Y,,,
7256008,,CODE ENFORCEMENT,Vacated and Condemned Buildings,Cincinnati Buildings and Inspections,B202301563,CBHCODE ,Code Enforcement - Buildings with Residences,VACANT  ,VACANT RES BLDG-BARRC PRIORITY,2/22/2023,CLOSED  ,Closed,OPEN,2121,    ,  ,WEST FORK RD                    ,CINC        ,1380859,429875,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202301563,7/23/2023,Y,,,
7256037,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV23000207,CJUNKV-H,Abandoned Vehicle Code Enforcement,CODE J  ,JUNK VEH ON PRIVATE PROP,3/22/2023,ABAT-OWN,Abated by the Owner,OPEN,4969,    ,  ,GLENWAY AV                      ,CINC        ,1372482,415020,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV23000207,7/23/2023,Y,,,
7256039,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV23000208,CJUNKV-H,Abandoned Vehicle Code Enforcement,CODE J  ,JUNK VEH ON PRIVATE PROP,3/22/2023,ABAT-OWN,Abated by the Owner,OPEN,4969,    ,  ,GLENWAY AV                      ,CINC        ,1372482,415020,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV23000208,7/23/2023,Y,,,
7256041,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV23000210,CJUNKV-H,Abandoned Vehicle Code Enforcement,CODE J  ,JUNK VEH ON PRIVATE PROP,3/22/2023,ABAT-OWN,Abated by the Owner,OPEN,4969,    ,  ,GLENWAY AV                      ,CINC        ,1372482,415020,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV23000210,7/23/2023,Y,,,
7256045,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV23000212,CJUNKV-H,Abandoned Vehicle Code Enforcement,CODE J  ,JUNK VEH ON PRIVATE PROP,3/22/2023,ABAT-OWN,Abated by the Owner,OPEN,4969,    ,  ,GLENWAY AV                      ,CINC        ,1372482,415020,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV23000212,7/23/2023,Y,,,
7257011,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSA2300557,CDPSCLN ,Trash/Litter/Tall Grass Cleaning,TLGR-PRV,Tall grass/weeds private prop,5/14/2023,NEW     ,New,OPEN,5915,    ,  ,CHANDLER ST                     ,CINC        ,1432072,429330,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSA2300557,7/23/2023,Y,,,
7257013,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV23000401,CJUNKV-H,Abandoned Vehicle Code Enforcement,511.31  ,Access to Veh Undr 511.31,5/14/2023,CLOSED  ,Closed,OPEN,619,    ,  ,LINN ST                         ,CINC        ,1392250,407469,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV23000401,7/23/2023,Y,,,
7257017,,CODE ENF / INSPECTION,Building Enforcement,Cincinnati Health Dept,CHCE231764,CHENCODE,Health Environmental Code Enforcement,MOLD    ,Mold building or apartment,5/14/2023,ORDERS3 ,ORDERS3 ,OPEN,6149,    ,  ,JOYCE LN                        ,CINC        ,1413323,438196,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=CHCE231764,7/23/2023,Y,,,
7257018,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSA2300566,CDPSCLN ,Trash/Litter/Tall Grass Cleaning,TLGR-PRV,Tall grass/weeds private prop,5/14/2023,NEW     ,New,OPEN,949,    ,  ,WELLS ST                        ,CINC        ,1381294,410706,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSA2300566,7/23/2023,Y,,,
7257019,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSA2300567,CDPSCLN ,Trash/Litter/Tall Grass Cleaning,TLGR-PRV,Tall grass/weeds private prop,5/14/2023,CLOS-RI ,CLOS-RI ,OPEN,963,    ,  ,WELLS ST                        ,CINC        ,1381302,410829,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSA2300567,7/23/2023,Y,,,
7274330,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,B202304254,CBHCODE ,Code Enforcement - Buildings with Residences,R CODES ,RES CODE STANDARD,7/11/2023,INTAKE  ,Intake - New Case,OPEN,308,    ,W ,SEYMOUR AV                      ,CINC        ,1405732,441818,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=B202304254,7/23/2023,Y,,,
7274332,,CODE ENF / INSPECTION,Building Enforcement,Cincinnati Health Dept,CHCE232244,CHENCODE,Health Environmental Code Enforcement,ROACHES ,Roaches - bldg or apartment,7/11/2023,ORDERS1 ,Orders Issued,OPEN,1434,    ,  ,STATE AV                        ,CINC        ,1386840,412047,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=CHCE232244,7/23/2023,Y,,,
7274333,,CODE ENFORCEMENT,Property Enforcement,Cincinnati Public Services,PSA2301091,CDPSCLN ,Trash/Litter/Tall Grass Cleaning,LITR-PRV,Litter private property,7/11/2023,NEW     ,New,OPEN,5736,    ,  ,DAVEY AV                        ,CINC        ,1388244,442071,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=PSA2301091,7/23/2023,Y,,,
7274368,,INSPECTION,Building Enforcement,Cincinnati Buildings and Inspections,BF23000376,CBHFACFE,Building Facade and Fire Escape Inspections,FIRE_ESC,FIRE ESCAPE CERTIFICATION,1/5/2023,REPORT  ,REPORT  ,OPEN,669,    ,  ,JUNE ST                         ,CINC        ,1402582,417146,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=BF23000376,7/23/2023,N,,,
7274925,,CODE ENFORCEMENT,Abandoned Vehicles,Cincinnati Health Dept,JV23000027,CJUNKV-H,Abandoned Vehicle Code Enforcement,CODE J  ,JUNK VEH ON PRIVATE PROP,1/9/2023,CLOS-NO ,Closed - No Violation,OPEN,2472,    ,  ,BOUDINOT AV                     ,CINC        ,1371517,419425,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=JV23000027,7/23/2023,Y,,,
7276141,,CODE ENFORCEMENT,Building Enforcement,Cincinnati Buildings and Inspections,BC20230123,CBHCODEC,Code Enforcement - Commercial Buildings,C CODES ,COMM CODE STANDARD,3/5/2023,CLOSED  ,Closed,OPEN,1507,    ,  ,ASTER PL                        ,CINC        ,1388949,440597,CITY,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=BC20230123,7/23/2023,Y,,,
